10161	10075	887.850320
10316	10026	887.722266
10086	9845	887.280828
9675	9228	887.246253
10075	9511	887.233238
10200	10026	887.104772
9511	9310	887.103934
9845	9717	886.941717
10115	9364	886.763369
9310	9276	886.561564
9159	9072	886.439459
9053	8440	886.359763
9372	9149	886.333756
9104	8772	886.050889
8981	8389	885.928430
9061	8772	885.876692
9146	8772	885.842606
9076	8440	885.773257
8791	7770	885.620840
9038	8440	885.505485
9022	8440	885.303167
8406	8212	884.750256
8510	8197	884.674050
2088	1898	867.060372
8440	8148	884.573153
8827	8148	884.432647
6484	6056	880.907257
8072	7435	884.293927
2507	2279	868.517336
8065	7631	884.057618
9039	8440	885.603347
8245	7770	884.033321
8212	7912	883.916756
8197	7631	883.770188
7905	7219	883.548891
8170	7219	883.516862
7761	7112	883.260551
7770	7631	883.096959
10604	10086	887.766602
1870	1606	865.034250
7428	6945	882.996713
3736	3581	874.497208
8500	7770	884.319294
7712	7513	882.899296
9928	9442	887.001989
7149	6846	882.720905
7471	6945	883.302549
6683	6484	882.167388
7112	6812	882.004878
5358	4926	878.919305
6946	6518	881.935098
7763	7219	883.582864
6969	6664	881.579072
9724	9228	886.994646
6945	6812	881.439470
6639	6298	881.387070
842	752	851.593602
6400	6171	881.341375
6819	6518	881.324104
2491	2279	869.500755
7255	7012	883.533107
6664	6518	881.124092
1100	1064	856.819535
6658	6484	881.085935
6740	6518	880.909799
6171	6081	880.604839
10026	9364	886.464488
6056	6026	880.012373
6453	6110	880.460540
6110	6026	880.396542
7435	6945	882.842684
5907	5553	880.011468
6026	5553	879.794106
4890	4646	877.674601
6081	5553	879.665701
7793	7513	882.755118
6020	5321	879.455803
5575	5437	879.051869
5592	4926	878.819920
7141	7002	882.446838
4759	4390	877.488359
5553	5426	878.772378
253	238	843.704839
7002	6518	881.995178
5426	4926	878.311237
9958	9372	887.252928
5194	4819	877.972795
4749	4390	877.758576
4817	4390	877.754149
5092	4819	877.480092
4923	4724	877.385757
6789	6639	881.718388
5016	4646	877.774803
7201	6812	882.860850
4819	4646	877.348773
2230	2011	867.444305
4612	4221	877.013185
4616	4221	877.009300
4724	4390	876.982870
7650	7012	883.581709
6862	6699	881.742737
4498	3865	876.237397
3812	3727	874.972499
5797	5321	878.928121
4221	3865	876.021099
4148	3891	875.801530
503	424	847.982999
4076	3812	875.582544
4152	3783	875.582524
9219	9146	885.942747
1279	1247	860.478661
7631	7219	882.918489
4085	3783	875.698140
9228	9104	885.930620
6846	6518	882.207342
9276	9159	886.461087
542	513	848.922278
3891	3581	875.445903
10272	10115	887.168281
6699	6658	881.212412
3920	3547	874.745999
3727	3377	874.348918
4918	4724	877.683701
4390	4221	875.815736
1611	1560	863.154088
2987	2883	871.473094
8148	7770	884.028799
3384	3116	872.791887
3581	3377	874.369079
7912	7219	884.000515
1560	1279	861.926950
2220	2088	868.114083
3411	3157	873.555952
3377	3351	873.424260
3420	3116	873.247149
7535	6945	883.310104
3168	2883	872.156541
752	542	850.815842
3116	2987	872.008033
6812	6740	880.961255
6418	6172	880.249686
2481	2084	869.037393
2084	2011	867.351985
3069	2883	871.714342
6518	6418	880.516406
1172	1137	859.333285
3157	2972	872.500942
4745	4390	877.835981
2972	2949	871.629932
9924	9228	887.425791
4366	3865	876.673021
1137	1100	857.749264
6298	6056	880.890766
2161	2011	867.785529
2949	2785	871.114554
5321	5066	878.095732
3351	3157	873.201813
2866	2785	871.082929
9136	9038	885.982193
2784	2574	871.001790
8104	7435	884.497483
7513	6945	882.284113
2785	2574	870.562978
2750	2574	870.031968
1938	1874	865.608434
2726	2507	869.324434
7012	6862	882.390610
9442	9219	886.462878
708	542	851.441858
5244	4819	878.275603
3865	3801	875.243921
7023	6819	882.236977
513	424	847.799248
1704	1600	864.114545
3477	3157	873.960446
6948	6664	882.534959
2883	2750	871.162613
1898	1870	865.502764
2095	1898	867.381709
10201	9511	887.796453
5437	4890	878.308068
3757	3581	875.205394
238	188	842.447160
1223	1172	859.405315
2011	1898	866.265063
2461	2279	869.126003
2279	2220	868.687240
9364	9219	885.814607
630	503	848.427037
188	105	840.735626
4555	4076	876.785547
1600	1279	863.142013
424	348	846.446294
9149	8772	885.753243
1606	1560	862.972533
5992	5553	879.622981
270	238	843.598732
1064	899	854.755989
1461	1223	860.834056
3801	3762	874.600921
4640	4390	877.558616
1874	1611	864.371808
4926	4890	877.598918
3547	3377	873.947827
3350	3069	872.986149
2574	2507	869.089882
1216	1137	860.292398
899	842	852.434303
105	80	838.949739
2074	1898	866.776343
1181	1137	859.988336
837	752	852.202412
5998	5553	879.426757
6037	5553	879.021678
876	752	852.287713
482	424	848.258085
9204	9039	886.173833
7219	6945	882.410849
3424	3116	873.431038
8772	8440	885.255450
38	0	819.294363
8126	8065	884.235859
8389	8148	884.611300
4646	4390	876.479992
9876	9511	887.466524
348	338	845.031085
1584	1279	863.295914
1255	1172	860.171595
80	38	825.203307
4571	4076	876.908328
3783	3547	874.968220
9131	8772	886.097537
0	-1	811.949466
5066	4890	877.741579
0	0	811.949466
338	270	844.576518
9717	9372	886.824518
3762	3377	874.324751
2210	2011	867.775394
6172	5907	879.920367
1247	1172	860.247910
