10652	10492	887.791812
10462	9876	887.786736
10086	9845	887.594674
10202	10075	887.546091
10115	9364	887.481250
10276	9442	887.216365
10200	10026	887.209705
9845	9717	886.986802
9511	9310	886.849075
9675	9228	886.755421
10075	9511	886.743637
9310	9276	886.661940
9159	9072	886.539981
9038	8440	886.187852
9372	9149	886.149366
8981	8389	886.002820
9053	8440	885.958010
9146	8772	885.919262
9061	8772	885.853829
9076	8440	885.844830
9022	8440	885.498258
9104	8772	885.449099
8791	7770	885.140284
8827	8148	885.016615
8510	8197	884.831308
2507	2279	868.961333
8065	7631	884.409633
9039	8440	885.731865
8245	7770	884.404816
8406	8212	884.314446
2088	1898	866.983531
8440	8148	884.177667
10454	10202	887.399966
6484	6056	880.898865
8072	7435	883.947417
8212	7912	883.909611
8170	7219	883.831416
7761	7112	883.803559
7905	7219	883.701355
7770	7631	883.682393
8197	7631	883.437966
3736	3581	874.881906
8500	7770	884.603782
7712	7513	883.290124
9928	9442	887.063520
7149	6846	883.246552
10604	10086	887.572065
1870	1606	864.905616
7428	6945	883.175553
7112	6812	882.821754
7763	7219	883.578009
6969	6664	882.067953
5358	4926	879.077832
6946	6518	882.031462
6639	6298	881.953072
6819	6518	881.904875
9724	9228	887.217307
6945	6812	881.841729
7471	6945	883.252183
6683	6484	881.760938
6740	6518	881.570314
2491	2279	869.022792
7255	7012	883.990422
6664	6518	881.495822
842	752	852.274525
6400	6171	881.052926
6171	6081	880.949687
10026	9364	887.072064
6056	6026	880.333490
6453	6110	880.947648
1100	1064	856.151985
6658	6484	880.816666
6110	6026	880.658457
7435	6945	882.428673
4890	4646	877.110991
6081	5553	880.210276
5907	5553	879.722174
7793	7513	883.363111
6020	5321	879.716292
6026	5553	879.573339
5575	5437	879.268852
7141	7002	882.790409
4759	4390	877.169530
5553	5426	878.654942
5592	4926	878.557120
253	238	844.200612
7002	6518	881.746607
5426	4926	878.348423
5092	4819	878.329824
9958	9372	887.098922
5194	4819	877.988683
4923	4724	877.787735
4724	4390	877.479524
6789	6639	882.154778
5016	4646	877.888627
7201	6812	882.687207
4819	4646	877.465785
4749	4390	877.411445
4817	4390	877.351698
2230	2011	867.846279
4612	4221	877.145748
7650	7012	883.756999
6862	6699	881.629496
4498	3865	876.650129
4616	4221	876.468473
4148	3891	875.853322
503	424	847.826644
4076	3812	875.843556
9219	9146	886.055641
1279	1247	860.315736
7631	7219	883.098288
4085	3783	875.986667
9228	9104	885.457082
6846	6518	881.996325
9276	9159	886.397370
542	513	849.104623
3891	3581	875.414781
4152	3783	875.377701
3812	3727	875.126058
5797	5321	879.076376
4221	3865	875.719051
3727	3377	874.743883
4918	4724	877.969513
10272	10115	887.515348
6699	6658	881.046838
3920	3547	874.759462
7912	7219	883.806193
1560	1279	862.223057
4390	4221	876.205462
1611	1560	863.507906
2987	2883	871.519665
8148	7770	883.811332
3384	3116	873.316635
3581	3377	874.187659
3377	3351	873.412840
3420	3116	873.198790
2220	2088	867.879036
3411	3157	873.149170
752	542	850.609772
3116	2987	872.271154
7535	6945	882.785821
3168	2883	872.124719
6518	6418	881.017798
1172	1137	859.324243
3157	2972	872.519764
4745	4390	877.557523
2972	2949	872.055186
6812	6740	881.493671
6418	6172	881.112421
2481	2084	868.514703
2084	2011	867.658589
3069	2883	872.031740
9924	9228	887.382972
4366	3865	876.072209
1137	1100	858.248437
6298	6056	880.734945
2161	2011	867.544334
10492	10075	887.520518
2949	2785	871.175405
5321	5066	878.164764
3351	3157	873.196785
2866	2785	870.891868
9136	9038	886.408369
2784	2574	870.862737
8104	7435	884.557875
7513	6945	882.784372
2785	2574	870.144389
1938	1874	865.562995
2726	2507	870.017773
2750	2574	870.010839
5244	4819	878.113439
3865	3801	874.978949
7023	6819	882.815558
513	424	847.952547
1704	1600	863.909469
3477	3157	873.791705
7012	6862	882.508967
9442	9219	885.865344
708	542	851.722678
6948	6664	882.588804
10201	9511	887.534678
5437	4890	878.542846
2883	2750	871.119581
1898	1870	865.205451
2095	1898	866.588571
3757	3581	875.013711
238	188	842.824225
1223	1172	859.698360
2011	1898	866.763404
2461	2279	868.585673
424	348	846.143179
9149	8772	885.684188
1606	1560	863.352490
2279	2220	868.142081
9364	9219	886.502157
630	503	848.845725
188	105	840.833219
4555	4076	876.936323
1600	1279	862.722761
5992	5553	879.255439
270	238	843.832412
1064	899	854.825738
1461	1223	861.330682
1874	1611	864.772346
4926	4890	877.653723
3547	3377	874.417773
3350	3069	873.531914
2574	2507	869.028272
1216	1137	860.478339
3801	3762	874.781472
4640	4390	877.039236
899	842	852.598459
105	80	838.568174
837	752	852.130843
5998	5553	879.788528
6037	5553	879.248655
876	752	853.161334
482	424	848.621227
2074	1898	866.712866
1181	1137	860.202481
9204	9039	885.966417
7219	6945	882.288133
3424	3116	873.787382
8772	8440	884.926710
38	0	820.128429
8126	8065	884.647956
8389	8148	884.024083
4646	4390	876.719025
9876	9511	887.660559
348	338	845.327389
1584	1279	862.867432
1255	1172	860.211411
80	38	825.615116
4571	4076	877.063517
3783	3547	874.510004
9131	8772	886.227289
0	-1	811.358719
5066	4890	877.699981
9072	8389	885.943692
338	270	844.634535
9717	9372	886.999195
3762	3377	874.545085
2210	2011	867.938916
6172	5907	880.516250
1247	1172	860.055624
